0,240,0
1,241,1
2,242,2
3,243,2
4,244,3
5,245,4
6,246,5
7,247,6
8,248,7
9,248,8
10,249,9
11,250,10
12,250,11
13,251,12
14,252,13
15,253,9
16,254,0
17,255,13
18,256,14
19,256,15
20,257,0
21,258,0
22,258,16
23,259,17
24,260,18
25,261,19
26,262,5
27,263,13
28,264,20
29,265,9
30,266,21
31,267,22
32,268,0
33,269,23
34,180,24
35,181,25
36,182,26
37,183,27
38,184,28
39,185,29
40,186,30
41,187,31
42,188,32
43,188,33
44,189,34
45,190,35
46,191,25
47,192,36
48,193,37
49,194,38
50,195,39
51,195,40
52,196,41
53,197,0
54,198,7
55,199,42
56,199,43
57,200,44
58,201,45
59,202,46
60,203,47
61,204,48
62,205,49
63,206,44
64,207,50
65,208,51
66,208,52
67,209,30
68,210,53
69,210,54
70,211,55
71,212,51
72,212,52
73,213,56
74,214,57
75,215,58
76,216,59
77,217,60
78,217,61
79,218,62
80,219,63
81,219,64
82,220,65
83,221,66
84,222,67
85,222,68
86,223,69
87,224,70
88,225,71
89,226,72
90,227,73
91,228,74
92,229,75
93,230,76
94,230,77
95,231,55
96,232,78
97,233,79
98,234,80
99,235,81
100,236,82
101,237,83
102,237,84
103,238,85
104,239,71
105,480,86
106,481,86
107,482,87
108,483,88
109,484,89
110,485,90
111,485,91
112,485,92
113,486,93
114,486,94
115,487,95
116,488,96
117,489,97
118,490,98
119,491,99
120,492,100
121,492,101
122,493,102
123,493,103
124,494,104
125,495,105
126,496,96
127,497,105
128,498,86
129,499,86
130,500,98
131,501,106
132,502,100
133,502,101
134,503,102
135,504,107
136,504,108
137,504,109
138,505,96
139,506,110
140,507,86
141,508,86
142,509,105
143,450,111
144,450,112
145,451,113
146,452,113
147,453,113
148,454,113
149,455,114
150,456,114
151,457,114
152,458,115
153,459,111
154,459,116
155,460,114
156,461,117
157,462,115
158,463,118
159,463,119
160,464,120
161,465,114
162,466,121
163,467,111
164,468,122
165,469,123
166,470,120
167,471,124
168,471,125
169,472,126
170,473,127
171,473,128
172,474,122
173,475,114
174,476,129
175,477,120
176,478,126
177,479,130
178,510,131
179,510,132
180,511,133
181,512,134
182,513,135
183,514,136
184,514,137
185,515,138
186,515,139
187,515,140
188,516,141
189,517,142
190,518,143
191,518,144
192,519,145
193,519,146
194,520,147
195,520,148
196,521,149
197,521,150
198,521,151
199,522,110
200,523,147
201,523,152
202,524,153
203,525,154
204,525,155
205,526,134
206,527,110
207,528,110
208,529,156
209,530,157
210,530,158
211,531,159
212,532,143
213,532,144
214,533,160
215,534,161
216,534,160
217,535,162
218,536,163
219,537,164
220,538,165
221,539,157
222,539,166
223,360,167
224,360,168
225,360,169
226,360,170
227,361,110
228,362,110
229,363,110
230,364,171
231,364,172
232,365,173
233,365,174
234,365,175
235,365,176
236,365,177
237,366,178
238,366,179
239,366,180
240,366,181
241,367,182
242,368,183
243,368,184
244,369,182
245,370,182
246,371,185
247,371,186
248,371,187
249,371,172
250,372,110
251,373,188
252,374,189
253,374,190
254,375,180
255,375,191
256,375,192
257,375,193
258,375,194
259,376,178
260,376,195
261,376,180
262,376,181
263,377,182
264,378,196
265,378,197
266,378,198
267,378,199
268,378,200
269,378,201
270,378,193
271,378,202
272,379,182
273,380,182
274,381,182
275,382,182
276,383,203
277,383,204
278,384,110
279,385,188
280,386,205
281,386,206
282,387,180
283,387,207
284,387,208
285,387,192
286,387,209
287,388,210
288,388,211
289,388,212
290,389,182
291,420,213
292,420,214
293,421,215
294,422,216
295,422,217
296,423,218
297,424,216
298,425,219
299,426,220
300,427,221
301,427,217
302,428,222
303,429,223
304,430,221
305,430,217
306,431,224
307,432,225
308,433,226
309,433,227
310,434,228
311,435,229
312,436,230
313,437,231
314,437,232
315,438,233
316,438,234
317,439,235
318,440,219
319,441,236
320,442,110
321,443,237
322,443,238
323,444,110
324,445,239
325,446,240
326,447,241
327,448,242
328,449,243
329,390,244
330,391,245
331,391,246
332,392,245
333,392,246
334,393,245
335,393,246
336,394,247
337,395,248
338,395,249
339,396,250
340,397,245
341,397,246
342,398,251
343,398,252
344,399,253
345,399,254
346,400,255
347,401,256
348,401,257
349,401,245
350,402,258
351,403,259
352,403,260
353,404,250
354,405,261
355,406,262
356,407,263
357,408,264
358,408,265
359,409,266
360,410,110
361,411,267
362,411,268
363,412,269
364,413,270
365,414,271
366,415,272
367,416,273
368,417,274
369,418,275
370,419,262
371,300,276
372,301,277
373,302,278
374,303,279
375,303,280
376,304,281
377,304,282
378,305,278
379,306,278
380,307,278
381,308,278
382,309,278
383,310,110
384,311,110
385,312,283
386,312,284
387,313,278
388,314,285
389,315,110
390,316,278
391,317,278
392,318,285
393,319,110
394,320,286
395,321,287
396,322,288
397,323,289
398,324,278
399,325,278
400,326,290
401,327,290
402,328,291
403,329,278
404,270,292
405,270,293
406,270,294
407,271,295
408,271,296
409,271,297
410,272,292
411,272,293
412,272,294
413,273,292
414,273,293
415,273,294
416,274,110
417,275,298
418,276,292
419,276,293
420,276,294
421,277,299
422,277,300
423,278,299
424,279,301
425,279,302
426,279,303
427,280,295
428,280,296
429,280,297
430,281,295
431,281,296
432,281,297
433,282,295
434,282,296
435,282,297
436,283,301
437,283,302
438,283,303
439,284,301
440,284,302
441,284,303
442,285,301
443,285,302
444,285,303
445,286,304
446,287,305
447,288,110
448,289,110
449,290,110
450,291,110
451,292,306
452,293,110
453,294,110
454,295,301
455,295,302
456,295,303
457,296,307
458,297,308
459,298,110
460,299,306
461,330,208
462,330,194
463,331,208
464,331,194
465,332,208
466,332,194
467,333,208
468,333,194
469,334,208
470,334,194
471,335,208
472,335,194
473,336,309
474,337,110
475,338,110
476,339,110
477,340,110
478,341,208
479,341,194
480,342,208
481,342,194
482,343,310
483,343,311
484,344,310
485,344,311
486,345,110
487,346,310
488,346,311
489,347,110
490,348,310
491,348,311
492,349,110
493,350,310
494,350,311
495,351,188
496,352,312
497,353,312
498,354,110
499,355,310
500,355,311
501,356,312
502,357,313
503,358,110
504,359,314
505,600,182
506,601,315
507,601,316
508,602,317
509,603,317
510,604,315
511,604,316
512,605,317
513,606,318
514,607,319
